POSTAL_COD,ROAD_NAME,BUILDING_N,Dest,Service_Feedback
389555,GEYLANG ROAD,,Night Safari,Very Good
389555,GEYLANG ROAD,,Night Safari,Good
389557,GEYLANG ROAD,,Night Safari,So So
389557,GEYLANG ROAD,,Night Safari,Not Good
389559,GEYLANG ROAD,,Night Safari,Very Good
389559,GEYLANG ROAD,,Night Safari,Good
389559,GEYLANG ROAD,,Night Safari,So So
389562,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Velocity,Not Good
389585,GEYLANG ROAD,,Sentosa,Very Good
389585,GEYLANG ROAD,,Sentosa,Good
389587,GEYLANG ROAD,,Night Safari,So So
389587,GEYLANG ROAD,,Night Safari,Not Good
389589,GEYLANG ROAD,,Night Safari,Very Good
389589,GEYLANG ROAD,,Night Safari,Good
389591,GEYLANG ROAD,,Junction 8,So So
389596,GEYLANG ROAD,,Marina Barrage,Not Good
389602,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Velocity,Very Good
389613,GEYLANG ROAD,,Quality Hotel,Good
389626,GEYLANG ROAD,ORIENTAL VENTURE BUILDING,Sentosa,So So
389627,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Not Good
389627,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Very Good
389665,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Changi Airport,Good
389665,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Changi Airport,So So
389666,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Sentosa,Not Good
389729,GEYLANG EAST AVENUE 3,GEYLANG EAST INDUSTRIAL ESTATE,Night Safari,Very Good
389731,GEYLANG EAST AVENUE 3,GEYLANG EAST INDUSTRIAL ESTATE (BLOCK 1016),Junction 8,Good
389842,ALJUNIED ROAD,BIZTECH CENTRE,Velocity,So So
389935,ALJUNIED AVENUE 3,ALJUNIED INDUSTRIAL ESTATE,Singapore Polytechnic,Not Good
399126,LORONG 8 GEYLANG,,Marina Barrage,Very Good
399126,LORONG 8 GEYLANG,,Marina Barrage,Good
399126,LORONG 8 GEYLANG,,Marina Barrage,So So
399126,LORONG 8 GEYLANG,,Marina Barrage,Not Good
399767,GUILLEMARD ROAD,,Changi Airport,Very Good
399769,GUILLEMARD ROAD,,Marina Barrage,Good
399788,GUILLEMARD ROAD,,Marina Barrage,So So
399790,GUILLEMARD ROAD,,Marina Barrage,Not Good
399791,GUILLEMARD ROAD,,Junction 8,Very Good
400415,EUNOS ROAD 5,HDB-JALAN EUNOS,Singapore Polytechnic,Good
400417,EUNOS ROAD 5,HDB-JALAN EUNOS,Singapore Polytechnic,So So
400828,SIMS AVENUE,EUNOSVILLE,Sentosa,Not Good
400840,SIMS AVENUE,EUNOSVILLE,Sentosa,Very Good
400842,SIMS AVENUE,EUNOSVILLE,Singapore Polytechnic,Good
400844,SIMS AVENUE,EUNOSVILLE,Sentosa,So So
400845,GEYLANG ROAD,TANJONG KATONG COMPLEX,Night Safari,Not Good
401319,UBI AVENUE 1,KAMPUNG UBI ESTATE,Sentosa,Very Good
408652,UBI ROAD 3,KAMPONG UBI INDUSTRIAL ESTATE,Night Safari,Very Good
408653,UBI ROAD 3,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Good
408654,UBI ROAD 3,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,So So
408662,UBI ROAD 3,UBIPLEX 1,Singapore Polytechnic,Not Good
408666,UBI ROAD 3,TEMPORARY SITE OFFICE,Sentosa,Very Good
408701,UBI ROAD 1,KAMPONG UBI INDUSTRIAL ESTATE,Night Safari,Good
408703,UBI ROAD 1,KAMPONG UBI INDUSTRIAL ESTATE,Night Safari,So So
408712,UBI ROAD 1,KAMPONG UBI INDUSTRIAL ESTATE,Night Safari,Not Good
408719,UBI ROAD 1,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Very Good
408720,UBI ROAD 1,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Good
408722,UBI ROAD 1,,Sentosa,So So
408860,UBI AVENUE 3,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Not Good
408861,UBI AVENUE 3,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Very Good
408897,UBI AVENUE 2,KAMPONG UBI INDUSTRIAL ESTATE,Singapore Polytechnic,Good
409017,PAYA LEBAR ROAD,ACE BUILDING,Sentosa,So So
409040,PAYA LEBAR ROAD,TIEN SEN TUA TEMPLE,Sentosa,Not Good
409041,PAYA LEBAR ROAD,TIEN SEN TUA TEMPLE,Night Safari,Very Good
409581,EUNOS AVENUE 7,EUNOS INDUSTRIAL ESTATE (BLOCK 1050),Night Safari,Good
409585,EUNOS AVENUE 7,EUNOS INDUSTRIAL ESTATE (BLOCK 1082),Singapore Polytechnic,So So
409626,EUNOS AVENUE 6,EUNOS INDUSTRIAL ESTATE (BLOCK 1031),Singapore Polytechnic,Not Good
409628,EUNOS AVENUE 6,EUNOS INDUSTRIAL ESTATE (BLOCK 1049),Night Safari,Very Good
409632,EUNOS AVENUE 6,EUNOS INDUSTRIAL ESTATE (BLOCK 1076),Singapore Polytechnic,Good
409633,EUNOS AVENUE 6,EUNOS INDUSTRIAL ESTATE (BLOCK 1077),Night Safari,So So
409634,EUNOS AVENUE 6,EUNOS INDUSTRIAL ESTATE (BLOCK 1078),Night Safari,Not Good
409668,EUNOS AVENUE 5B,EUNOS INDUSTRIAL ESTATE (BLOCK 1047),Night Safari,Very Good
409702,EUNOS AVENUE 5A,EUNOS INDUSTRIAL ESTATE (BLOCK 1032),Singapore Polytechnic,Good
409743,EUNOS AVENUE 5,EUNOS INDUSTRIAL ESTATE (BLOCK 1034),Singapore Polytechnic,So So
409746,EUNOS AVENUE 5,EUNOS INDUSTRIAL ESTATE (BLOCK 1046),Singapore Polytechnic,Not Good
409750,EUNOS AVENUE 5,EUNOS INDUSTRIAL ESTATE (BLOCK 1071),Singapore Polytechnic,Very Good
409794,EUNOS AVENUE 4,EUNOS INDUSTRIAL ESTATE (BLOCK 1044),Singapore Polytechnic,Good
409796,EUNOS AVENUE 4,EUNOS INDUSTRIAL ESTATE (BLOCK 1062),Singapore Polytechnic,So So
409798,EUNOS AVENUE 4,EUNOS INDUSTRIAL ESTATE (BLOCK 1064),Singapore Polytechnic,Not Good
409799,EUNOS AVENUE 4,EUNOS INDUSTRIAL ESTATE (BLOCK 1065),Singapore Polytechnic,Very Good
409801,EUNOS AVENUE 4,EUNOS INDUSTRIAL ESTATE (BLOCK 1067),Singapore Polytechnic,Good
409846,EUNOS AVENUE 3,EUNOS INDUSTRIAL ESTATE (BLOCK 1039),Singapore Polytechnic,So So
409847,EUNOS AVENUE 3,EUNOS INDUSTRIAL ESTATE (BLOCK 1043),Singapore Polytechnic,Not Good
409848,EUNOS AVENUE 3,EUNOS INDUSTRIAL ESTATE (BLOCK 1057),Singapore Polytechnic,Very Good
409851,EUNOS AVENUE 3,EUNOS INDUSTRIAL ESTATE (BLOCK 1061),Singapore Polytechnic,Good
419737,CHANGI ROAD,PKMS BUILDING,Sentosa,So So
419737,CHANGI ROAD,PKMS BUILDING,Sentosa,Not Good
423480,TEMBELING ROAD,SANDALWOOD,Sentosa,Very Good
423569,TEMBELING ROAD,,Marina Barrage,Good
423570,TEMBELING ROAD,,Marina Barrage,So So
423623,TEMBELING ROAD,,Marina Barrage,Not Good
423623,TEMBELING ROAD,,Marina Barrage,Very Good
423623,TEMBELING ROAD,,Marina Barrage,Good
423623,TEMBELING ROAD,,Marina Barrage,So So
423623,TEMBELING ROAD,,Marina Barrage,Not Good
423623,TEMBELING ROAD,,Marina Barrage,Very Good
423623,TEMBELING ROAD,,Marina Barrage,Good
423623,TEMBELING ROAD,,Marina Barrage,So So
423623,TEMBELING ROAD,,Marina Barrage,Not Good
423623,TEMBELING ROAD,,Marina Barrage,Very Good
423623,TEMBELING ROAD,,Marina Barrage,Good
423657,TEMBELING ROAD,SANDALWOOD,Marina Barrage,So So
423658,TEMBELING ROAD,SANDALWOOD,Marina Barrage,Not Good
423659,TEMBELING ROAD,SANDALWOOD,Marina Barrage,Very Good
423685,TEMBELING ROAD,,Marina Barrage,Good
423700,TEMBELING ROAD,,Marina Barrage,So So
423747,TEMBELING ROAD,TEMBELING VILLAS,Marina Barrage,Not Good
423751,TEMBELING ROAD,TEMBELING VILLAS,Marina Barrage,Very Good
423752,TEMBELING ROAD,TEMBELING VILLAS,Marina Barrage,Good
424506,ONAN ROAD,,Singapore National Museum,So So
424613,ONAN ROAD,,Marina Barrage,Not Good
424640,ONAN ROAD,,Marina Barrage,Very Good
424654,ONAN ROAD,,Marina Barrage,Good
424665,ONAN ROAD,,Marina Barrage,So So
424676,ONAN ROAD,,Botanic Gardens,Not Good
424712,ONAN ROAD,,Night Safari,Very Good
424717,ONAN ROAD,,Night Safari,Good
424719,ONAN ROAD,,Night Safari,So So
424926,MARSHALL ROAD,91 MARSHALL,Singapore National Museum,Not Good
424927,MARSHALL ROAD,91 MARSHALL,Singapore National Museum,Very Good
424928,MARSHALL ROAD,91 MARSHALL,Singapore National Museum,Good
424929,MARSHALL ROAD,91 MARSHALL,Singapore National Museum,So So
424930,MARSHALL ROAD,91 MARSHALL,Singapore National Museum,Not Good
425030,LORONG STANGEE,,Marina Barrage,Very Good
425062,LORONG STANGEE,,Marina Barrage,Good
425072,LORONG STANGEE,,Sentosa,So So
427034,KOON SENG ROAD,,Marina Barrage,Not Good
427298,JOO CHIAT TERRACE,,Night Safari,Very Good
427302,JOO CHIAT TERRACE,,Marina Barrage,Good
427316,JOO CHIAT TERRACE,,Marina Barrage,So So
427447,JOO CHIAT ROAD,,Marina Barrage,Not Good
427447,JOO CHIAT ROAD,,Marina Barrage,Very Good
427496,JOO CHIAT ROAD,,Marina Barrage,Good
427498,JOO CHIAT ROAD,,Marina Barrage,So So
427526,JOO CHIAT ROAD,,Marina Barrage,Not Good
427542,JOO CHIAT ROAD,,Marina Barrage,Very Good
427542,JOO CHIAT ROAD,,Marina Barrage,Good
427542,JOO CHIAT ROAD,,Marina Barrage,So So
427542,JOO CHIAT ROAD,,Marina Barrage,Not Good
427542,JOO CHIAT ROAD,,Marina Barrage,Very Good
427542,JOO CHIAT ROAD,,Marina Barrage,Good
427542,JOO CHIAT ROAD,,Marina Barrage,So So
427542,JOO CHIAT ROAD,,Marina Barrage,Not Good
427542,JOO CHIAT ROAD,,Marina Barrage,Very Good
427542,JOO CHIAT ROAD,,Marina Barrage,Good
427542,JOO CHIAT ROAD,,Marina Barrage,So So
427542,JOO CHIAT ROAD,,Marina Barrage,Not Good
427542,JOO CHIAT ROAD,,Marina Barrage,Very Good
427542,JOO CHIAT ROAD,,Marina Barrage,Good
427542,JOO CHIAT ROAD,,Marina Barrage,So So
427554,JOO CHIAT ROAD,,Marina Barrage,Not Good
427590,JOO CHIAT ROAD,,Sentosa,Very Good
427590,JOO CHIAT ROAD,,Sentosa,Good
427590,JOO CHIAT ROAD,,Sentosa,So So
427590,JOO CHIAT ROAD,,Sentosa,Not Good
427604,JOO CHIAT ROAD,,Marina Barrage,Very Good
427604,JOO CHIAT ROAD,,Marina Barrage,Good
427604,JOO CHIAT ROAD,,Marina Barrage,So So
427604,JOO CHIAT ROAD,,Marina Barrage,Not Good
427619,JOO CHIAT ROAD,,Marina Barrage,Very Good
427634,JOO CHIAT ROAD,,Marina Barrage,Good
427634,JOO CHIAT ROAD,,Marina Barrage,So So
427635,JOO CHIAT ROAD,,Marina Barrage,Not Good
427675,JOO CHIAT ROAD,,Marina Barrage,Very Good
427677,JOO CHIAT ROAD,,Marina Barrage,Good
427677,JOO CHIAT ROAD,,Marina Barrage,So So
427677,JOO CHIAT ROAD,,Marina Barrage,Not Good
427678,JOO CHIAT ROAD,,Marina Barrage,Very Good
427678,JOO CHIAT ROAD,,Marina Barrage,Good
427678,JOO CHIAT ROAD,,Marina Barrage,So So
427690,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Not Good
427691,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Very Good
427691,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Good
427691,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,So So
427692,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Not Good
427692,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Very Good
427692,JOO CHIAT ROAD,JOO CHIAT APARTMENTS,Marina Barrage,Good
427876,JOO CHIAT PLACE,,Marina Barrage,So So
427877,JOO CHIAT PLACE,,Marina Barrage,Not Good
427889,JOO CHIAT PLACE,,Marina Barrage,Very Good
427890,JOO CHIAT PLACE,,Marina Barrage,Good
427891,JOO CHIAT PLACE,,Marina Barrage,So So
427908,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Not Good
427909,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Very Good
427910,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Good
427911,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,So So
427912,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Not Good
427913,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Very Good
427914,JOO CHIAT PLACE,JC VILLE,Botanic Gardens,Good
427928,JOO CHIAT PLACE,FLORA EAST,Singapore Polytechnic,So So
427929,JOO CHIAT PLACE,FLORA EAST,Botanic Gardens,Not Good
428103,JOO CHIAT LANE,EASTVILLE APARTMENTS,Marina Barrage,Very Good
428663,EVERITT ROAD,,Marina Barrage,Good
428664,EVERITT ROAD,,Marina Barrage,So So
428665,EVERITT ROAD,,Marina Barrage,Not Good
428671,EVERITT ROAD,,Marina Barrage,Very Good
428672,EVERITT ROAD,,Marina Barrage,Good
428676,EVERITT ROAD,,Marina Barrage,So So
428677,EVERITT ROAD,,Marina Barrage,Not Good
428678,EVERITT ROAD,,Marina Barrage,Very Good
428718,EAST COAST ROAD,,Marina Barrage,Good
428721,EAST COAST ROAD,,Marina Barrage,So So
428758,EAST COAST ROAD,,Marina Barrage,Not Good
428759,EAST COAST ROAD,,Marina Barrage,Very Good
428760,EAST COAST ROAD,,Marina Barrage,Good
428763,EAST COAST ROAD,,Sentosa,So So
428843,EAST COAST ROAD,,Marina Barrage,Not Good
428844,EAST COAST ROAD,,Marina Barrage,Very Good
428851,EAST COAST ROAD,,Marina Barrage,Good
428852,EAST COAST ROAD,,Marina Barrage,So So
428862,EAST COAST ROAD,,Marina Barrage,Not Good
428863,EAST COAST ROAD,,Marina Barrage,Very Good
428936,EAST COAST ROAD,MERLIN MANSION,Marina Barrage,Good
429092,EAST COAST ROAD,,Marina Barrage,So So
429093,EAST COAST ROAD,,Marina Barrage,Not Good
429684,CEYLON ROAD,CEYLON COURT,Night Safari,Very Good
429685,CEYLON ROAD,CEYLON COURT,Night Safari,Good
429686,CEYLON ROAD,CEYLON COURT,Night Safari,So So
429687,CEYLON ROAD,CEYLON COURT,Night Safari,Not Good
429688,CEYLON ROAD,CEYLON COURT,Night Safari,Very Good
429689,CEYLON ROAD,CEYLON COURT,Night Safari,Good
429876,CARPMAEL ROAD,,Marina Barrage,So So
429909,CARPMAEL ROAD,,Marina Barrage,Not Good
429926,CARPMAEL ROAD,,Marina Barrage,Very Good
436560,WILKINSON ROAD,WILKINSON 8,Changi Airport,Good
436568,BOSCOMBE ROAD,,Marina Barrage,So So
436571,BRANKSOME ROAD,,Sentosa,Not Good
436610,BOURNEMOUTH ROAD,,Sentosa,Very Good
436954,TANJONG KATONG ROAD,,Marina Barrage,Good
436954,TANJONG KATONG ROAD,,Marina Barrage,So So
436954,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436955,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436955,TANJONG KATONG ROAD,,Marina Barrage,Good
436955,TANJONG KATONG ROAD,,Marina Barrage,So So
436955,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436974,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
436990,TANJONG KATONG ROAD,,Marina Barrage,Not Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Very Good
436990,TANJONG KATONG ROAD,,Marina Barrage,Good
436990,TANJONG KATONG ROAD,,Marina Barrage,So So
437028,TANJONG KATONG ROAD,,Marina Barrage,Not Good
437028,TANJONG KATONG ROAD,,Marina Barrage,Very Good
437030,TANJONG KATONG ROAD,,Marina Barrage,Good
437030,TANJONG KATONG ROAD,,Marina Barrage,So So
437030,TANJONG KATONG ROAD,,Marina Barrage,Not Good
437082,TANJONG KATONG ROAD,,Marina Barrage,Very Good
437082,TANJONG KATONG ROAD,,Marina Barrage,Good
437084,TANJONG KATONG ROAD,,Marina Barrage,So So
437086,TANJONG KATONG ROAD,,Marina Barrage,Not Good
437086,TANJONG KATONG ROAD,,Marina Barrage,Very Good
437092,TANJONG KATONG ROAD,,Marina Barrage,Good
437092,TANJONG KATONG ROAD,,Marina Barrage,So So
437133,TANJONG KATONG ROAD,,Marina Barrage,Not Good
437156,TANJONG KATONG ROAD,GOLDEN LODGE BUILDING,Sentosa,Very Good
437182,SWANAGE ROAD,,Marina Barrage,Good
437183,SWANAGE ROAD,,Marina Barrage,So So
437184,SWANAGE ROAD,,Marina Barrage,Not Good
437185,SWANAGE ROAD,,Marina Barrage,Very Good
437186,SWANAGE ROAD,,Marina Barrage,Good
437187,SWANAGE ROAD,,Marina Barrage,So So
437188,SWANAGE ROAD,,Marina Barrage,Not Good
437735,MOUNTBATTEN ROAD,,Sentosa,Very Good
437751,MOUNTBATTEN ROAD,,Sentosa,Good
437773,MOUNTBATTEN ROAD,,Sentosa,So So
437782,MOUNTBATTEN ROAD,,Marina Barrage,Not Good
437790,MOUNTBATTEN ROAD,,Sentosa,Very Good
437791,MOUNTBATTEN ROAD,,Marina Barrage,Good
437793,MOUNTBATTEN ROAD,,Sentosa,So So
437794,MOUNTBATTEN ROAD,,Marina Barrage,Not Good
437809,MOUNTBATTEN ROAD,,Marina Barrage,Very Good
437812,MOUNTBATTEN ROAD,,Marina Barrage,Good
437813,MOUNTBATTEN ROAD,,Marina Barrage,So So
437818,MOUNTBATTEN ROAD,MOUNTBATTEN REGENCY,Sentosa,Not Good
437832,MOUNTBATTEN ROAD,OLA RESIDENCES,Sentosa,Very Good
437844,MOUNTBATTEN ROAD,KATONG SHOPPING CENTRE,Night Safari,Good
437849,MOUNTBATTEN ROAD,,Sentosa,So So
437850,MOUNTBATTEN ROAD,,Sentosa,Not Good
437851,MOUNTBATTEN ROAD,,Sentosa,Very Good
437853,MOUNTBATTEN ROAD,,Sentosa,Good
437854,MOUNTBATTEN ROAD,,Sentosa,So So
437855,MOUNTBATTEN ROAD,,Sentosa,Not Good
437857,MOUNTBATTEN ROAD,MOUNTBATTEN LIGHTS,Sentosa,Very Good
437858,MOUNTBATTEN ROAD,MOUNTBATTEN LIGHTS,Sentosa,Good
437859,MOUNTBATTEN ROAD,MOUNTBATTEN LIGHTS,Sentosa,So So
437860,MOUNTBATTEN ROAD,MOUNTBATTEN LIGHTS,Changi Airport,Not Good
437889,MEYER ROAD,,Marina Barrage,Very Good
437893,MEYER ROAD,,Marina Barrage,Good
437973,MEYER ROAD,,Marina Barrage,So So
437974,MEYER ROAD,,Marina Barrage,Not Good
438776,HAIG ROAD,,Marina Barrage,Very Good
438777,HAIG ROAD,,Marina Barrage,Good
438779,HAIG ROAD,,Marina Barrage,So So
438780,HAIG ROAD,,Marina Barrage,Not Good
438781,HAIG ROAD,,Marina Barrage,Very Good
439197,DUNMAN ROAD,,Sentosa,Good
439199,DUNMAN ROAD,,Changi Airport,So So
439230,DUNMAN ROAD,,Marina Barrage,Not Good
439242,DUNMAN ROAD,,Sentosa,Very Good
439343,CRESCENT ROAD,,Sentosa,Good
439345,CRESCENT ROAD,,Marina Barrage,So So
439346,CRESCENT ROAD,,Marina Barrage,Not Good
439347,CRESCENT ROAD,,Marina Barrage,Very Good
439348,CRESCENT ROAD,,Marina Barrage,Good
439349,CRESCENT ROAD,,Marina Barrage,So So
439350,CRESCENT ROAD,,Sentosa,Not Good
439357,CRESCENT ROAD,,Sentosa,Very Good
439358,CRESCENT ROAD,,Sentosa,Good
439366,CRESCENT ROAD,,Sentosa,So So
439367,CRESCENT ROAD,,Sentosa,Not Good
439368,CRESCENT ROAD,,Marina Barrage,Very Good
439369,CRESCENT ROAD,,Marina Barrage,Good
439657,BRANKSOME ROAD,,Sentosa,So So
439833,ARTHUR ROAD,,Sentosa,Not Good
439834,ARTHUR ROAD,,Sentosa,Very Good
449874,EAST COAST PARKWAY,PLAYGROUND @ BIG SPLASH,Singapore Polytechnic,Good
449877,EAST COAST PARKWAY,RAINTREE COVE,Night Safari,So So
449889,EAST COAST PARKWAY,ROAD SAFETY COMMUNITY PARK,Sentosa,Not Good
449894,EAST COAST PARKWAY,TEMPORARY KIOSK,Changi Airport,Very Good
449895,EAST COAST PARKWAY,EAST COAST PARK OFFICE,Sentosa,Good
534192,BUNGA RAMPAI PLACE,,Changi Airport,So So
534222,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Not Good
534223,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Very Good
534224,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Good
534225,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,So So
534226,BUNGA RAMPAI PLACE,THE ARECA,Changi Airport,Not Good
534227,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Very Good
534228,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Good
534229,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,So So
534230,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Not Good
534231,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Very Good
534232,BUNGA RAMPAI PLACE,THE ARECA,Marina Barrage,Good
569930,ANG MO KIO AVENUE 1,PET & KOI CENTRE,Sentosa,So So
569931,ANG MO KIO AVENUE 1,PET & KOI CENTRE,Sentosa,Not Good
569932,ANG MO KIO AVENUE 1,PET & KOI CENTRE,Singapore Polytechnic,Very Good
569981,ANG MO KIO AVENUE 1,,Sentosa,Good
569982,ANG MO KIO AVENUE 1,,Sentosa,So So
571212,BISHAN STREET 23,,Singapore Polytechnic,Not Good
571231,BISHAN STREET 23,,Singapore Polytechnic,Very Good
571237,BISHAN STREET 22,,Singapore Polytechnic,Very Good
571268,BISHAN STREET 24,MULTI STOREY CAR PARK,Singapore Polytechnic,Good
571273,BISHAN STREET 24,NATURA LOFT,Sentosa,So So
571275,BISHAN STREET 24,NATURA LOFT,Sentosa,Not Good
571448,BRIGHT HILL DRIVE,MULTI STOREY CAR PARK,Night Safari,Very Good
571505,BISHAN STREET 11,,Marina Barrage,Good
571514,BISHAN STREET 13,,Sentosa,So So
572273,BISHAN STREET 24,NATURA LOFT,Sentosa,Not Good
572275,BISHAN STREET 24,NATURA LOFT,Marina Barrage,Very Good
572505,BISHAN STREET 11,,Marina Barrage,Good
572514,BISHAN STREET 13,,Marina Barrage,So So
573505,BISHAN STREET 11,,Marina Barrage,Not Good
573514,BISHAN STREET 13,,Marina Barrage,Very Good
574328,UPPER THOMSON ROAD,LAKEVIEW,Sentosa,Good
574329,UPPER THOMSON ROAD,LAKEVIEW,Sentosa,So So
574332,UPPER THOMSON ROAD,SHELL SIN MING,Changi Airport,Not Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Very Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,So So
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Not Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Very Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,So So
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Not Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Very Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,So So
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Not Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Very Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Good
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,So So
574349,UPPER THOMSON ROAD,THOMSON RIDGE,Marina Barrage,Not Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Very Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,So So
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Not Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Very Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,So So
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Not Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Very Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,So So
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Not Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Very Good
574369,UPPER THOMSON ROAD,THOMSON GARDEN ESTATE,Marina Barrage,Good
574370,UPPER THOMSON ROAD,,Marina Barrage,So So
574370,UPPER THOMSON ROAD,,Marina Barrage,Not Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Very Good
